nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
487,dft exceed value,0,0,1,28325,1,28325,0.0
488,derivatives prepared using,0,0,1,28325,1,28325,0.0
489,e-g opt,2,36,10,28289,13,28325,0.05122230520288772
490,vacuum,74,995,339,27330,513,28325,0.10732720516054173
491,unraveling,0,25,8,28300,8,28325,0.0
492,derivatives 5a,0,0,1,28325,1,28325,0.0
493,computed dft,0,2,1,28323,2,28325,0.0
494,unraveling correlated structural,0,0,1,28325,1,28325,0.0
495,energy gap e-g,0,2,8,28323,9,28325,0.0
496,ev exciton,0,15,5,28310,7,28325,0.0
497,confirmed elemental analysis,0,1,3,28324,3,28325,0.0
498,carried b3lyp/6-311g,0,0,1,28325,1,28325,0.0
499,condensation 4-,0,2,2,28323,2,28325,0.0
500,showed nanorod-structured,0,0,1,28325,1,28325,0.0
501,opt,8,122,34,28203,50,28325,0.08612313637556357
502,hybrid,848,4052,848,24273,1876,28325,0.39510768589955103
503,hybrid chalcone,0,0,1,28325,1,28325,0.0
504,dispersion parameters calculated,1,2,2,28323,3,28325,0.12000423654015888
505,using spectrophotometric technique,0,0,1,28325,1,28325,0.0
506,electron microscopy,401,2533,926,25792,1553,28325,0.24072238567392715
507,microscopy fesem,2,69,38,28256,48,28325,0.03244454968821533
508,gap,1494,6033,1173,22292,3079,28325,0.5100835191849784
509,technique vacuum pressure,0,0,2,28325,2,28325,0.0
510,parameters,535,3339,1238,24986,2122,28325,0.24149041233246446
511,4-anisaldehyde basic medium,0,0,1,28325,1,28325,0.0
512,constants dispersion,0,6,1,28319,3,28325,0.0
513,results dft,0,21,7,28304,7,28325,0.0
514,pristine films,1,11,6,28314,7,28325,0.05553986466607825
515,-azo dyes 4-anisaldehyde,0,0,1,28325,1,28325,0.0
516,spectroscopy 0.45-1.15 ev,0,0,1,28325,1,28325,0.0
517,theory,612,3237,828,25088,1620,28325,0.32618835652448214
518,condensation,9,200,93,28125,121,28325,0.05549189344301497
519,series,390,2535,673,25790,1181,28325,0.24446018188013643
520,4-anisaldehyde,0,0,1,28325,1,28325,0.0
521,chalcone derivatives prepared,0,0,1,28325,1,28325,0.0
522,field,963,5678,1313,22647,2603,28325,0.2681131187503389
523,-azo,0,0,1,28325,1,28325,0.0
524,studied using,33,576,199,27749,272,28325,0.07519297691628411
525,ev exciton binding,0,4,4,28321,4,28325,0.0
526,scanning electron,240,1251,644,27074,1024,28325,0.28956095987342256
527,electron,1819,7197,1914,21128,4306,28325,0.42335261502291144
528,investigated,1414,6338,2235,21987,4194,28325,0.32442574532120055
529,exciton binding,83,1114,82,27211,175,28325,0.146982795864954
530,opt determined uv-vis,0,0,1,28325,1,28325,0.0
531,2018 elsevier b.v.,0,1,66,28324,66,28325,0.0
532,mass,70,970,386,27355,543,28325,0.09699511330294155
533,chalcone 5e/silicon heterojunction,0,0,1,28325,1,28325,0.0
534,field emission,74,600,146,27725,254,28325,0.20479081890424863
535,structures confirmed,0,60,10,28265,12,28325,0.0
536,optical constants,19,224,73,28101,112,28325,0.1223856200255841
537,-5,23,482,127,27843,183,28325,0.06562763214165476
538,optical energy gap,2,28,16,28297,24,28325,0.08142213004823651
539,open avenue,0,11,6,28314,6,28325,0.0
540,derivatives,249,1393,386,26932,701,28325,0.30565352364042636
541,scanning electron microscopy,138,1067,540,27258,792,28325,0.18104749696836928
542,optoelectronic properties photovoltaic,1,30,18,28295,20,28325,0.028832518858997236
543,investigated using,29,636,293,27689,374,28325,0.056061076802222706
544,technique spectral wavelength,0,0,1,28325,1,28325,0.0
545,derivatives 5a prepared,0,0,1,28325,1,28325,0.0
546,h-1,15,233,106,28092,130,28325,0.07518915919593462
547,condensation 4- 4-acetylphenyl,0,0,1,28325,1,28325,0.0
548,properties photovoltaic parameters,0,0,1,28325,1,28325,0.0
549,value transport,0,3,2,28322,2,28325,0.0
550,nm optical,1,66,36,28259,41,28325,0.015202084159450135
551,transport,910,5535,911,22790,2027,28325,0.2932429405572913
552,investigated using field,0,1,2,28324,3,28325,0.0
553,photosensitizertype,0,0,1,28325,1,28325,0.0
554,rights reserved,1640,5470,1908,22855,4350,28325,0.5504467091686459
555,structure open avenue,0,0,1,28325,1,28325,0.0
556,chemical structures,19,236,35,28089,61,28325,0.12656530778804004
557,experimental results dft,0,0,2,28325,2,28325,0.0
558,avenue fabrication,0,26,6,28299,6,28325,0.0
559,spectra,649,4102,1316,24223,2285,28325,0.2342527718902543
560,dyes 4-anisaldehyde basic,0,0,1,28325,1,28325,0.0
561,exceed value optical,0,0,1,28325,1,28325,0.0
562,chalcone derivatives,0,0,3,28325,3,28325,0.0
563,using thermal evaporation,0,34,13,28291,15,28325,0.0
564,transport energy e-t,0,0,1,28325,1,28325,0.0
565,transport energy,0,9,10,28316,11,28325,0.0
566,photovoltaic,1026,5120,668,23205,1886,28325,0.46122195295319607
567,chalcones 5a photosensitizertype,0,0,1,28325,1,28325,0.0
568,value,192,2239,775,26086,1110,28325,0.11253730651551967
569,basic medium,0,2,3,28323,3,28325,0.0
570,e-g opt determined,0,0,1,28325,1,28325,0.0
571,properties chalcones 5a,0,0,1,28325,1,28325,0.0
572,avenue fabrication organic/inorganic,0,0,1,28325,1,28325,0.0
573,binding energy e-b,0,0,3,28325,3,28325,0.0
574,series hydroxyl-arylazo,0,0,1,28325,1,28325,0.0
575,pristine,50,959,245,27366,321,28325,0.0650035828942813
576,properties chalcones,0,0,1,28325,1,28325,0.0
577,e-b,2,51,9,28274,11,28325,0.03389308402253386
578,uv-vis spectroscopy 0.45-1.15,0,0,1,28325,1,28325,0.0
579,films investigated,54,433,196,27892,296,28325,0.1814271809259664
580,wavelength,642,4638,1123,23687,2081,28325,0.2138219527833988
581,determined,223,2795,859,25530,1279,28325,0.10659881041983137
582,wavelength range,51,791,210,27534,311,28325,0.09117529251041875
583,optical constants dispersion,0,1,1,28324,2,28325,0.0
584,photosensitizertype structure,0,0,1,28325,1,28325,0.0
585,e-g,17,343,130,27982,177,28325,0.06460257674987074
586,0.45-1.15,0,0,1,28325,1,28325,0.0
587,correlated structural,0,5,6,28320,7,28325,0.0
588,structural,1156,5019,1403,23306,2951,28325,0.3975746981205194
589,2018,1,3,159,28322,160,28325,0.1646090534979424
590,dft calculations,31,481,167,27844,214,28325,0.07926649964107663
591,5a prepared condensation,0,0,1,28325,1,28325,0.0
592,5a,0,14,7,28311,7,28325,0.0
593,energy e-b,0,3,4,28322,4,28325,0.0
594,structures confirmed elemental,0,0,1,28325,1,28325,0.0
595,obtained,1069,6020,2146,22305,3733,28325,0.2428159067529137
596,obtained experimental,1,45,10,28280,11,28325,0.017602066218571074
597,exceed,4,309,62,28016,81,28325,0.015803736218971468
598,confirmed elemental,0,3,5,28322,6,28325,0.0
599,4- 4-acetylphenyl -azo,0,0,1,28325,1,28325,0.0
600,new series,3,92,33,28233,38,28325,0.03322859664607237
601,fabrication,840,5366,1299,22959,2472,28325,0.24080370149260252
602,chemical structures confirmed,0,0,1,28325,1,28325,0.0
603,elsevier b.v. rights,691,3217,1312,25108,2397,28325,0.34678359652632146
604,optical energy,3,142,63,28183,75,28325,0.023395595791127946
605,pressure 10,1,19,15,28306,20,28325,0.050476521615091786
606,correlated,52,951,295,27374,408,28325,0.07212981285268782
607,using field,3,32,22,28293,28,28325,0.0959017122683142
608,prepared using thermal,0,1,3,28324,4,28325,0.0
609,identify obtained,0,0,1,28325,1,28325,0.0
610,4-,43,427,125,27898,181,28325,0.13928952449249782
611,calculations carried,3,54,25,28271,30,28325,0.05628944382138046
612,reserved,1643,5477,1912,22848,4359,28325,0.5505672667773632
613,analysis,920,4626,1678,23699,3071,28325,0.30382802098390327
614,new series hydroxyl-arylazo,0,0,1,28325,1,28325,0.0
615,optical features,2,71,26,28254,29,28325,0.02696214307864793
616,open avenue fabrication,0,7,2,28318,2,28325,0.0
617,showed nanorod-structured chalcone,0,0,1,28325,1,28325,0.0
618,e-t computed dft,0,0,1,28325,1,28325,0.0
619,-azo dyes,0,0,1,28325,1,28325,0.0
620,calculations carried b3lyp/6-311g,0,0,1,28325,1,28325,0.0
621,mass spectra,1,11,10,28314,11,28325,0.060422490131227996
622,optoelectronic properties,1731,6766,1361,21559,3559,28325,0.5079316726930077
623,features films studied,0,0,1,28325,1,28325,0.0
624,elemental analysis ft-ir,0,0,3,28325,3,28325,0.0
625,mbar,2,61,20,28264,30,28325,0.040677405119152694
626,films investigated using,0,60,25,28265,30,28325,0.0
627,b.v. rights,773,3626,1364,24699,2627,28325,0.3569819707558212
628,field emission scanning,24,180,109,28145,154,28325,0.17920101862167753
629,optical features films,0,0,1,28325,1,28325,0.0
630,binding energy,100,1162,129,27163,248,28325,0.1546705401062969
631,dyes,89,415,128,27910,251,28325,0.40202471037855825
632,-chalcone derivatives,0,0,1,28325,1,28325,0.0
633,features,178,2574,724,25751,1049,28325,0.09061945249221239
634,4-acetylphenyl,0,0,2,28325,2,28325,0.0
635,nanorod-structured chalcone,0,0,1,28325,1,28325,0.0
636,elsevier b.v.,704,3237,1330,25088,2433,28325,0.35130769315845684
637,spectral wavelength,0,0,1,28325,1,28325,0.0
638,spectroscopy 0.45-1.15,0,0,1,28325,1,28325,0.0
639,vacuum pressure,2,8,4,28317,7,28325,0.18178608681697828
640,studied,838,5091,1688,23234,2953,28325,0.23567583628134203
641,analysis ft-ir h-1,0,0,2,28325,2,28325,0.0
642,5e/silicon heterojunction solar,0,0,1,28325,1,28325,0.0
643,unraveling correlated,0,0,1,28325,1,28325,0.0
644,200-2500,2,13,2,28312,6,28325,0.14994704324801414
645,determined uv-vis,0,0,4,28325,4,28325,0.0
646,thermal evaporation,39,394,109,27931,171,28325,0.1479160832075899
647,nm,1977,7625,2038,20700,4662,28325,0.43270171149629666
648,spectrophotometric technique,0,0,1,28325,1,28325,0.0
649,films chalcone,0,0,1,28325,1,28325,0.0
650,emission scanning electron,24,176,107,28149,151,28325,0.18292868320395966
651,organic/inorganic hybrid,6,100,21,28225,29,28325,0.07014730203343644
652,technique,787,4658,1318,23667,2527,28325,0.2699146102121208
653,photosensitizertype structure open,0,0,1,28325,1,28325,0.0
654,energy e-t computed,0,0,1,28325,1,28325,0.0
655,emission scanning,24,187,110,28138,155,28325,0.17213948648969743
656,elemental,42,645,197,27680,270,28325,0.08551676963812885
657,uv-vis spectroscopy,17,249,122,28076,163,28325,0.08720425783493745
658,structural formation,0,0,2,28325,2,28325,0.0
659,structure open,0,2,2,28323,2,28325,0.0
660,b3lyp/6-311g level theory,0,0,3,28325,3,28325,0.0
661,nmr mass,3,25,13,28300,19,28325,0.12713332177531206
662,chalcone films,0,0,1,28325,1,28325,0.0
663,spectrophotometric technique spectral,0,0,1,28325,1,28325,0.0
664,properties photovoltaic,4,67,33,28258,38,28325,0.06018117373457179
665,chemical,1357,6946,1378,21379,3133,28325,0.33442802105565006
666,5e/silicon heterojunction,0,0,1,28325,1,28325,0.0
667,identify,32,912,232,27413,312,28325,0.044941730271516496
668,structural optical properties,18,244,144,28081,180,28325,0.0884748363542436
669,h-1 nmr mass,0,1,1,28324,2,28325,0.0
670,open,124,1961,559,26364,762,28325,0.07968740018744618
671,confirmed,164,1768,756,26557,1061,28325,0.12138277083701172
672,nanorod-structured,0,0,1,28325,1,28325,0.0
673,fesem showed,0,5,2,28320,3,28325,0.0
674,determined uv-vis spectroscopy,0,0,1,28325,1,28325,0.0
675,photovoltaic parameters,5,28,16,28297,22,28325,0.186592381360542
676,5e/silicon,0,0,1,28325,1,28325,0.0
677,4-acetylphenyl -azo dyes,0,0,1,28325,1,28325,0.0
678,evaporation technique,17,124,44,28201,81,28325,0.22970642819616566
679,200-2500 nm,2,13,2,28312,6,28325,0.14994704324801414
680,elemental analysis,17,212,74,28113,104,28325,0.10600752419853797
681,pristine films investigated,0,0,1,28325,1,28325,0.0
682,4-acetylphenyl -azo,0,0,1,28325,1,28325,0.0
683,b3lyp/6-311g,0,26,7,28299,7,28325,0.0
684,vacuum pressure 10,0,3,4,28322,4,28325,0.0
685,nmr,74,541,201,27784,307,28325,0.2008226856107689
686,prepared condensation,0,7,5,28318,6,28325,0.0
687,fesem showed nanorod-structured,0,0,1,28325,1,28325,0.0
688,carried b3lyp/6-311g level,0,0,1,28325,1,28325,0.0
689,optical properties chalcones,0,0,1,28325,1,28325,0.0
690,carried,119,1446,622,26879,867,28325,0.10812081589214219
691,dispersion parameters,3,28,10,28297,17,28325,0.12643917310375186
692,using field emission,3,28,19,28297,24,28325,0.1054786684715791
693,exceed value,0,0,1,28325,1,28325,0.0
694,identify obtained experimental,0,0,1,28325,1,28325,0.0
695,exciton binding energy,56,846,77,27479,141,28325,0.11279448850576505
696,-5 mbar,0,7,4,28318,5,28325,0.0
697,binding,192,1751,247,26574,480,28325,0.197200906162286
698,heterojunction solar,23,378,98,27947,134,28325,0.07903112763688264
699,films studied using,0,27,21,28298,25,28325,0.0
700,gap e-g opt,2,23,4,28302,7,28325,0.07686876230565551
701,h-1 nmr,7,125,80,28200,94,28325,0.061668476642669535
702,energy,2330,8940,1854,19385,4753,28325,0.4564484044886491
703,4- 4-acetylphenyl,0,0,2,28325,2,28325,0.0
704,microscopy,796,4060,1245,24265,2396,28325,0.3222571348523524
705,parameters calculated,1,42,18,28283,25,28325,0.026418601175882732
706,nmr mass spectra,1,1,4,28324,5,28325,0.1785840373219014
707,hybrid chalcone 5e/silicon,0,0,1,28325,1,28325,0.0
708,scanning,418,2314,957,26011,1591,28325,0.2745910716206232
709,using spectrophotometric,1,20,5,28305,8,28325,0.04345216623815189
710,studied using spectrophotometric,0,4,1,28321,2,28325,0.0
711,5a photosensitizertype structure,0,0,1,28325,1,28325,0.0
712,hydroxyl-arylazo -chalcone derivatives,0,0,1,28325,1,28325,0.0
713,emission,1779,6154,1358,22171,3577,28325,0.5944861403747254
714,results dft calculations,0,16,5,28309,5,28325,0.0
715,hydroxyl-arylazo -chalcone,0,0,1,28325,1,28325,0.0
716,heterojunction,431,2561,453,25764,966,28325,0.323940666935917
717,dft exceed,0,0,1,28325,1,28325,0.0
718,ft-ir h-1 nmr,0,4,9,28321,10,28325,0.0
719,dft calculations carried,0,2,4,28323,4,28325,0.0
720,parameters cell,0,2,3,28323,3,28325,0.0
721,value optical,0,10,10,28315,10,28325,0.0
722,formation pristine,0,0,1,28325,1,28325,0.0
723,basic,60,1762,333,26563,463,28325,0.043934380204904706
724,nanorod-structured chalcone films,0,0,1,28325,1,28325,0.0
725,chalcones 5a,0,0,1,28325,1,28325,0.0
726,evaporation,114,817,244,27508,439,28325,0.23999103808812547
727,correlated structural optical,0,0,1,28325,1,28325,0.0
728,pressure 10 -5,0,4,4,28321,5,28325,0.0
729,4-anisaldehyde basic,0,0,1,28325,1,28325,0.0
730,evaporation technique vacuum,0,2,3,28323,3,28325,0.0
731,range,1667,8840,1898,19485,4125,28325,0.28143309272021233
732,dispersion,106,1081,372,27244,552,28325,0.13846281804177266
733,analysis ft-ir,0,1,5,28324,6,28325,0.0
734,b3lyp/6-311g level,0,11,4,28314,4,28325,0.0
735,technique vacuum,0,4,7,28321,7,28325,0.0
736,-chalcone derivatives 5a,0,0,1,28325,1,28325,0.0
737,cell studied,0,3,4,28322,4,28325,0.0
738,dual-loop optoelectronic,11,110,16,28215,27,28325,0.1378099945283778
739,microwave waveform generation,0,0,1,28325,1,28325,0.0
740,multiple,189,1924,554,26401,864,28325,0.14182031392470207
741,microwave,462,1252,235,27073,763,28325,1.1281332966250361
742,multiple microwave,0,0,1,28325,1,28325,0.0
743,oscillator,638,1418,150,26907,831,28325,2.3167542745253438
744,microwave waveform,5,10,8,28315,13,28325,0.4544331220412421
745,multiple microwave waveform,0,0,1,28325,1,28325,0.0
748,generation,436,3459,806,24866,1409,28325,0.19257960918406195
749,waveform,20,126,45,28199,70,28325,0.2251163702958691
751,dual-loop optoelectronic oscillator,10,83,12,28242,22,28325,0.17006096184240238
752,dual-loop,29,195,25,28130,54,28325,0.28055283639573136
753,waveform generation,0,2,9,28323,9,28325,0.0
754,optoelectronic oscillator,451,787,32,27538,491,28325,7.787045011323936
755,generator based,3,16,11,28309,15,28325,0.16909528897265227
756,suppress random,1,4,1,28321,2,28325,0.07142604967847685
757,generate,100,1446,272,26879,411,28325,0.09788866390270896
758,self-starting multiple microwave,0,0,1,28325,1,28325,0.0
759,combining,32,1140,387,27185,462,28325,0.03183379822107748
760,oeo null,0,0,1,28325,1,28325,0.0
761,random beating,1,4,1,28321,2,28325,0.07142604967847685
762,sawtooth reversed-sawtooth waveform,0,0,2,28325,2,28325,0.0
763,got setting bias,0,0,1,28325,1,28325,0.0
764,setting bias mzm,0,0,1,28325,1,28325,0.0
765,demonstration full-duty-cycle high,0,0,1,28325,1,28325,0.0
766,beating noise,1,20,4,28305,5,28325,0.031037261598679918
767,setting modulation,0,0,1,28325,1,28325,0.0
768,waveform generated setting,0,0,1,28325,1,28325,0.0
769,noise 4.9641-ghz,0,0,1,28325,1,28325,0.0
770,bias mzm,0,0,1,28325,1,28325,0.0
771,dual-loop oeo,8,99,8,28226,16,28325,0.11369534606749705
772,experimental demonstration,5,163,39,28162,46,28325,0.032802753062432556
773,1/4 period,0,0,1,28325,1,28325,0.0
774,high,4023,12103,2595,16222,7581,28325,0.5554583501172872
775,waveform signal generator,0,0,1,28325,1,28325,0.0
776,frequency,854,2703,689,25622,1751,28325,0.7224438287233874
777,driven,42,924,205,27401,280,28325,0.05900764645226895
778,doubling sinusoidal signal,0,0,1,28325,1,28325,0.0
779,synthesizer replaced high-quality,0,0,1,28325,1,28325,0.0
780,setting,5,140,56,28185,77,28325,0.0454116230979815
781,sinusoidal,6,38,21,28287,35,28325,0.21315092674315977
782,high-quality microwave signal,0,43,4,28282,4,28325,0.0
783,mzm set,1,1,2,28324,3,28325,0.15001059135039718
784,generate microwave signal,1,41,5,28284,6,28325,0.017022586857097007
785,time delay,13,154,44,28171,61,28325,0.1068942313454357
786,signals low,0,43,6,28282,7,28325,0.0
787,index 1.15. sawtooth,0,0,1,28325,1,28325,0.0
788,reversed-sawtooth triangular waveform,0,0,1,28325,1,28325,0.0
789,mzm driven,0,0,1,28325,1,28325,0.0
790,signal envelopes relative,0,0,1,28325,1,28325,0.0
791,noise 4.9641-ghz achieved,0,0,1,28325,1,28325,0.0
792,high-quality microwave,0,44,5,28281,5,28325,0.0
793,period time,2,64,20,28261,26,28325,0.03367165095509444
794,delay modulation index,0,0,1,28325,1,28325,0.0
795,obtained combining square,0,0,1,28325,1,28325,0.0
796,combining oscillation signal,0,0,1,28325,1,28325,0.0
797,1/4 period time,0,0,1,28325,1,28325,0.0
798,doubling sinusoidal,0,0,1,28325,1,28325,0.0
799,phase noise 4.9641-ghz,0,0,1,28325,1,28325,0.0
800,effectively generate,1,4,1,28321,2,28325,0.07142604967847685
801,optoelectronic oscillator oeo,218,620,36,27705,257,28325,2.2556526532265595
802,dual-loop oeo wavelengths,1,4,1,28321,2,28325,0.07142604967847685
803,bias,216,1836,541,26489,853,28325,0.1722530740892283
804,replaced high-quality,0,0,1,28325,1,28325,0.0
805,oscillation signal envelopes,0,1,2,28324,2,28325,0.0
806,index,273,1453,522,26872,975,28325,0.33038866473332495
807,mzm,5,45,23,28280,30,28325,0.12001408785389368
808,effectively,74,1590,485,26735,611,28325,0.05490303247020997
